-,-,-
-74.0,-56.0,978.0
-94.0,-64.0,976.0
-104.0,-66.0,974.0
-102.0,-58.0,980.0
-54.0,-72.0,990.0
-78.0,-68.0,980.0
-64.0,-62.0,986.0
-76.0,-40.0,962.0
-96.0,-50.0,936.0
-56.0,-88.0,894.0
-10.0,-154.0,806.0
60.0,-244.0,666.0
186.0,-344.0,488.0
214.0,-360.0,520.0
236.0,-330.0,498.0
136.0,-268.0,526.0
94.0,-106.0,674.0
-128.0,48.0,758.0
-140.0,184.0,1086.0
-112.0,378.0,1376.0
06.0,594.0,1640.0
262.0,610.0,1670.0
298.0,598.0,1460.0
146.0,648.0,1208.0
170.0,596.0,1080.0
120.0,512.0,936.0
20.0,496.0,816.0
330.0,210.0,936.0
30.0,-42.0,794.0
372.0,-464.0,946.0
130.0,-594.0,878.0
322.0,-776.0,918.0
124.0,-542.0,922.0
158.0,-438.0,908.0
74.0,-294.0,910.0
168.0,-236.0,958.0
126.0,-92.0,954.0
80.0,-60.0,936.0
114.0,-42.0,990.0
88.0,-18.0,972.0
136.0,-68.0,966.0
120.0,-36.0,964.0
168.0,-64.0,942.0
142.0,-60.0,954.0
130.0,-32.0,948.0
154.0,-48.0,964.0
156.0,-34.0,964.0
122.0,-26.0,960.0
156.0,-68.0,948.0
124.0,-44.0,968.0
148.0,-70.0,972.0
132.0,-50.0,980.0
126.0,-72.0,944.0
140.0,-44.0,962.0
112.0,-42.0,944.0
150.0,-46.0,958.0
110.0,-26.0,958.0
120.0,-42.0,942.0
140.0,-44.0,954.0
136.0,-44.0,938.0
150.0,-48.0,946.0
146.0,-34.0,950.0
148.0,-42.0,966.0
162.0,-50.0,974.0
-,-,-
-36.0,-52.0,964.0
-36.0,-54.0,962.0
-28.0,-42.0,968.0
-8.0,-48.0,978.0
-46.0,-22.0,984.0
-8.0,-34.0,984.0
-22.0,-36.0,980.0
-22.0,-64.0,918.0
-6.0,-126.0,778.0
162.0,-312.0,640.0
282.0,-400.0,544.0
288.0,-436.0,336.0
254.0,-362.0,358.0
128.0,-294.0,542.0
-14.0,-42.0,744.0
-8.0,160.0,990.0
258.0,290.0,1324.0
114.0,608.0,1428.0
202.0,852.0,1576.0
366.0,896.0,1584.0
344.0,916.0,1350.0
432.0,746.0,1218.0
260.0,638.0,972.0
208.0,368.0,812.0
88.0,-14.0,868.0
412.0,-432.0,922.0
246.0,-502.0,968.0
300.0,-508.0,946.0
168.0,-328.0,870.0
174.0,-252.0,888.0
160.0,-166.0,914.0
136.0,-92.0,920.0
204.0,-58.0,966.0
130.0,-0.0,992.0
144.0,-14.0,970.0
174.0,-60.0,980.0
154.0,-60.0,924.0
164.0,-52.0,934.0
184.0,-60.0,952.0
166.0,-32.0,964.0
144.0,-14.0,962.0
178.0,-42.0,990.0
114.0,-30.0,938.0
160.0,-56.0,978.0
130.0,-64.0,948.0
140.0,-88.0,936.0
148.0,-94.0,924.0
156.0,-86.0,914.0
136.0,-84.0,924.0
176.0,-68.0,958.0
202.0,-66.0,988.0
164.0,-58.0,970.0
170.0,-30.0,978.0
164.0,-44.0,962.0
226.0,-58.0,976.0
166.0,-44.0,940.0
148.0,-36.0,952.0
148.0,-36.0,958.0
140.0,-34.0,938.0
116.0,-18.0,940.0
170.0,-58.0,964.0
142.0,-74.0,926.0
138.0,-52.0,952.0
148.0,-46.0,966.0
-,-,-
-92.0,-110.0,938.0
-120.0,-70.0,976.0
-28.0,-98.0,1006.0
-34.0,-90.0,996.0
-24.0,-94.0,996.0
-48.0,-100.0,998.0
-80.0,-90.0,962.0
-42.0,-82.0,956.0
06.0,-80.0,944.0
30.0,-94.0,786.0
266.0,-304.0,544.0
482.0,-604.0,330.0
202.0,-688.0,-326.0
80.0,-422.0,-52.0
322.0,78.0,828.0
366.0,542.0,1626.0
534.0,766.0,2008.0
482.0,868.0,1840.0
454.0,928.0,1634.0
346.0,840.0,1314.0
160.0,774.0,1086.0
258.0,334.0,1000.0
76.0,-150.0,712.0
312.0,-626.0,758.0
242.0,-740.0,768.0
242.0,-640.0,824.0
328.0,-524.0,974.0
166.0,-294.0,966.0
188.0,-184.0,992.0
130.0,-136.0,984.0
104.0,-90.0,980.0
136.0,-80.0,990.0
126.0,-72.0,976.0
122.0,-104.0,932.0
148.0,-132.0,938.0
152.0,-126.0,970.0
136.0,-98.0,942.0
162.0,-112.0,992.0
176.0,-124.0,988.0
148.0,-132.0,950.0
174.0,-156.0,958.0
144.0,-146.0,950.0
98.0,-114.0,928.0
132.0,-118.0,972.0
112.0,-130.0,958.0
116.0,-120.0,946.0
142.0,-138.0,938.0
110.0,-124.0,928.0
146.0,-132.0,936.0
142.0,-122.0,944.0
130.0,-118.0,942.0
122.0,-104.0,968.0
112.0,-104.0,942.0
110.0,-102.0,948.0
140.0,-112.0,962.0
166.0,-124.0,964.0
146.0,-108.0,950.0
126.0,-110.0,960.0
136.0,-108.0,960.0
134.0,-108.0,954.0
112.0,-86.0,956.0
156.0,-92.0,968.0
158.0,-78.0,950.0
176.0,-112.0,956.0
-,-,-
18.0,-72.0,972.0
30.0,-76.0,970.0
38.0,-66.0,976.0
64.0,-86.0,982.0
22.0,-68.0,976.0
34.0,-76.0,982.0
24.0,-70.0,980.0
-10.0,-62.0,958.0
-8.0,-58.0,950.0
-12.0,-66.0,912.0
28.0,-88.0,880.0
52.0,-126.0,836.0
88.0,-146.0,804.0
42.0,-148.0,776.0
74.0,-176.0,742.0
82.0,-188.0,778.0
40.0,-162.0,772.0
40.0,-152.0,788.0
92.0,-122.0,852.0
10.0,-72.0,874.0
-8.0,-46.0,912.0
42.0,-56.0,954.0
38.0,-24.0,982.0
96.0,26.0,1034.0
144.0,64.0,1042.0
154.0,86.0,1104.0
210.0,130.0,1144.0
272.0,200.0,1226.0
288.0,244.0,1210.0
364.0,226.0,1176.0
284.0,226.0,1076.0
306.0,214.0,1058.0
224.0,200.0,972.0
270.0,96.0,916.0
210.0,70.0,980.0
202.0,-42.0,932.0
142.0,-40.0,894.0
162.0,-56.0,952.0
86.0,-68.0,960.0
96.0,-72.0,924.0
102.0,-64.0,928.0
58.0,-88.0,920.0
94.0,-134.0,964.0
120.0,-214.0,942.0
88.0,-256.0,936.0
118.0,-320.0,946.0
102.0,-358.0,912.0
88.0,-314.0,926.0
66.0,-254.0,922.0
80.0,-208.0,940.0
68.0,-134.0,954.0
84.0,-70.0,952.0
122.0,-54.0,984.0
96.0,-56.0,990.0
108.0,-70.0,986.0
122.0,-96.0,988.0
112.0,-110.0,970.0
112.0,-102.0,978.0
128.0,-118.0,964.0
128.0,-102.0,964.0
94.0,-66.0,950.0
104.0,-78.0,960.0
106.0,-78.0,964.0
66.0,-92.0,944.0
-,-,-
-82.0,-44.0,950.0
-78.0,-46.0,948.0
-78.0,-50.0,978.0
-126.0,-2.0,940.0
-86.0,-28.0,964.0
-58.0,-34.0,958.0
-56.0,-52.0,968.0
-16.0,-84.0,982.0
-24.0,-60.0,956.0
-8.0,-72.0,916.0
56.0,-124.0,858.0
64.0,-174.0,736.0
102.0,-284.0,634.0
94.0,-326.0,534.0
96.0,-362.0,524.0
