
-,-,-
-50.0,-18.0,936.0
-70.0,-14.0,948.0
-68.0,-2.0,966.0
-84.0,02.0,960.0
-84.0,-2.0,954.0
-108.0,08.0,982.0
-120.0,-6.0,992.0
-100.0,-16.0,968.0
-96.0,-16.0,986.0
-66.0,-40.0,956.0
-56.0,-36.0,974.0
-60.0,-14.0,980.0
-90.0,-18.0,960.0
-44.0,-18.0,986.0
-22.0,-24.0,998.0
-24.0,-8.0,1008.0
-42.0,02.0,1018.0
-38.0,40.0,994.0
-36.0,118.0,962.0
04.0,174.0,812.0
-4.0,196.0,608.0
-76.0,328.0,622.0
04.0,148.0,288.0
-28.0,150.0,404.0
-128.0,32.0,436.0
-110.0,-198.0,806.0
-34.0,-224.0,870.0
66.0,-232.0,1252.0
158.0,06.0,1320.0
270.0,138.0,1452.0
366.0,318.0,1448.0
366.0,630.0,1536.0
382.0,770.0,1576.0
432.0,808.0,1374.0
278.0,858.0,1398.0
308.0,804.0,1116.0
158.0,764.0,1154.0
180.0,664.0,802.0
52.0,616.0,824.0
42.0,512.0,710.0
12.0,446.0,718.0
38.0,378.0,688.0
06.0,310.0,662.0
-86.0,222.0,594.0
-122.0,98.0,598.0
-90.0,-22.0,646.0
-144.0,-92.0,760.0
-52.0,-156.0,746.0
-70.0,-156.0,918.0
-80.0,-180.0,840.0
-70.0,-194.0,864.0
-188.0,-152.0,948.0
-154.0,-154.0,872.0
-122.0,-98.0,966.0
-230.0,-66.0,1002.0
-122.0,-106.0,872.0
-170.0,-74.0,960.0
-180.0,-68.0,908.0
-136.0,-48.0,950.0
-178.0,-44.0,938.0
-202.0,-50.0,958.0
-158.0,-78.0,940.0
-150.0,-84.0,944.0
-152.0,-74.0,976.0
-,-,-
-130.0,-58.0,948.0
-112.0,-50.0,962.0
-110.0,-56.0,948.0
-114.0,-60.0,954.0
-130.0,-52.0,946.0
-118.0,-50.0,954.0
-146.0,-42.0,944.0
-158.0,-38.0,956.0
-138.0,-64.0,954.0
-114.0,-56.0,972.0
-124.0,-54.0,956.0
-118.0,-52.0,968.0
-98.0,-20.0,990.0
-126.0,66.0,986.0
-122.0,214.0,1012.0
-90.0,318.0,952.0
-180.0,348.0,772.0
-204.0,338.0,612.0
-110.0,166.0,360.0
-180.0,118.0,368.0
-330.0,-188.0,240.0
-44.0,-616.0,528.0
526.0,-816.0,928.0
110.0,-638.0,1310.0
250.0,-404.0,1638.0
474.0,48.0,1902.0
374.0,396.0,2070.0
418.0,622.0,1664.0
354.0,866.0,1806.0
360.0,926.0,1414.0
262.0,904.0,1132.0
-56.0,864.0,896.0
66.0,734.0,592.0
406.0,742.0,418.0
-296.0,498.0,-4.0
-130.0,454.0,686.0
430.0,396.0,756.0
-30.0,356.0,684.0
-30.0,326.0,842.0
-108.0,206.0,752.0
-144.0,142.0,858.0
-58.0,-30.0,788.0
-136.0,-158.0,708.0
-196.0,-256.0,742.0
-172.0,-326.0,794.0
-174.0,-334.0,872.0
-120.0,-332.0,874.0
-146.0,-292.0,952.0
-110.0,-254.0,952.0
-100.0,-222.0,970.0
-70.0,-188.0,964.0
-84.0,-152.0,978.0
-72.0,-142.0,956.0
-48.0,-144.0,956.0
-112.0,-148.0,964.0
-88.0,-156.0,934.0
-114.0,-164.0,928.0
-108.0,-144.0,932.0
-76.0,-134.0,930.0
-80.0,-128.0,944.0
-92.0,-114.0,964.0
-56.0,-114.0,980.0
-122.0,-110.0,944.0
-104.0,-114.0,954.0
-,-,-
-154.0,-54.0,910.0
-188.0,42.0,810.0
-192.0,58.0,904.0
-130.0,22.0,904.0
-122.0,-2.0,894.0
-124.0,30.0,874.0
-194.0,146.0,914.0
-58.0,-10.0,966.0
-82.0,70.0,970.0
-112.0,98.0,854.0
-46.0,58.0,988.0
-114.0,60.0,882.0
-108.0,42.0,914.0
-132.0,92.0,914.0
-108.0,96.0,968.0
-76.0,238.0,1014.0
-112.0,296.0,1006.0
-68.0,344.0,988.0
-60.0,378.0,968.0
-114.0,468.0,842.0
-108.0,440.0,686.0
-124.0,414.0,484.0
-112.0,324.0,236.0
46.0,-142.0,178.0
70.0,-280.0,240.0
162.0,-488.0,390.0
390.0,-706.0,886.0
538.0,-508.0,1342.0
730.0,-274.0,1772.0
906.0,142.0,1956.0
988.0,648.0,2014.0
924.0,804.0,1850.0
712.0,976.0,1498.0
500.0,1084.0,1240.0
330.0,1078.0,976.0
276.0,836.0,868.0
238.0,780.0,672.0
150.0,818.0,550.0
122.0,666.0,546.0
126.0,486.0,522.0
30.0,420.0,374.0
18.0,70.0,512.0
-44.0,-50.0,450.0
-68.0,-244.0,618.0
-64.0,-344.0,780.0
-68.0,-312.0,862.0
-48.0,-348.0,924.0
-78.0,-256.0,966.0
-92.0,-190.0,964.0
-88.0,-192.0,962.0
-78.0,-116.0,968.0
-82.0,-32.0,1008.0
-58.0,-60.0,1018.0
-30.0,-16.0,984.0
-42.0,08.0,992.0
-70.0,-12.0,968.0
-68.0,16.0,942.0
-86.0,20.0,946.0
-82.0,12.0,974.0
-92.0,14.0,970.0
-98.0,-0.0,978.0
-86.0,-18.0,968.0
-58.0,-6.0,974.0
-62.0,-16.0,970.0
-,-,-
-72.0,-4.0,966.0
-60.0,-14.0,976.0
-66.0,08.0,964.0
-82.0,-4.0,964.0
-90.0,08.0,978.0
-82.0,-2.0,970.0
-92.0,02.0,966.0
-106.0,04.0,962.0
-104.0,-0.0,954.0
-122.0,22.0,966.0
-84.0,46.0,978.0
-54.0,136.0,972.0
-44.0,256.0,910.0
-54.0,386.0,786.0
-90.0,370.0,652.0
-162.0,344.0,470.0
-168.0,232.0,344.0
-98.0,60.0,270.0
-46.0,-200.0,356.0
202.0,-462.0,514.0
424.0,-840.0,874.0
592.0,-800.0,1132.0
720.0,-670.0,1444.0
862.0,-478.0,1612.0
922.0,-80.0,1680.0
982.0,202.0,1674.0
992.0,522.0,1560.0
878.0,532.0,1314.0
796.0,526.0,1184.0
682.0,572.0,1094.0
662.0,556.0,1056.0
616.0,534.0,950.0
548.0,450.0,836.0
438.0,448.0,778.0
330.0,442.0,710.0
234.0,358.0,600.0
160.0,272.0,554.0
142.0,162.0,550.0
100.0,118.0,552.0
70.0,44.0,610.0
02.0,-106.0,666.0
-26.0,-204.0,702.0
-50.0,-298.0,820.0
-60.0,-324.0,850.0
-66.0,-318.0,902.0
-68.0,-314.0,930.0
-44.0,-228.0,1016.0
-26.0,-146.0,980.0
-50.0,-152.0,974.0
-64.0,-106.0,998.0
-88.0,-24.0,958.0
-98.0,10.0,964.0
-52.0,-26.0,986.0
-68.0,-2.0,960.0
-60.0,02.0,962.0
-94.0,-0.0,960.0
-72.0,-28.0,942.0
-62.0,-6.0,944.0
-80.0,26.0,972.0
-48.0,-2.0,956.0
-40.0,04.0,968.0
-40.0,04.0,988.0
-58.0,-24.0,960.0
-62.0,08.0,970.0
-,-,-
-46.0,42.0,974.0
-56.0,46.0,966.0
-64.0,52.0,966.0
-64.0,46.0,960.0
-64.0,34.0,948.0
-74.0,20.0,946.0
-86.0,28.0,956.0
-104.0,24.0,944.0
-64.0,16.0,966.0
-42.0,68.0,990.0
-60.0,164.0,1022.0
-100.0,458.0,952.0
-106.0,722.0,688.0
14.0,462.0,500.0
-16.0,280.0,116.0
-36.0,-60.0,-6.0
36.0,-360.0,108.0
260.0,-814.0,366.0
604.0,-948.0,1046.0
940.0,-898.0,1562.0
1164.0,-530.0,1878.0
1346.0,-0.0,1958.0
1354.0,514.0,1898.0
1200.0,572.0,1618.0
956.0,750.0,1382.0
